Timestamp,Open,High,Low,Close,Volume
2018-06-01 00:00:00+00:00,526.592944,523.560209,537.634409,533.617930,134013.030000
2018-06-01 01:00:00+00:00,533.617930,527.036998,537.634409,528.289926,123266.940000
2018-06-01 02:00:00+00:00,528.289926,517.330574,529.661017,517.544768,221397.940000
2018-06-01 03:00:00+00:00,518.322708,517.063082,529.661017,529.156524,136276.020000
2018-06-01 04:00:00+00:00,529.184527,523.231478,532.708289,528.708893,104558.280000
2018-06-01 05:00:00+00:00,528.094635,523.587622,531.688643,527.732334,82127.070000
2018-06-01 06:00:00+00:00,527.815898,527.120342,535.331906,534.387859,84273.780000
2018-06-01 07:00:00+00:00,534.416417,533.020628,539.607166,535.245946,90517.370000
2018-06-01 08:00:00+00:00,535.188654,531.547334,540.598984,536.365587,118323.390000
2018-06-01 09:00:00+00:00,536.394357,535.618640,540.540541,537.547707,94416.250000
2018-06-01 10:00:00+00:00,538.473965,534.216571,538.647994,536.049317,77901.180000
2018-06-01 11:00:00+00:00,535.905681,532.141337,538.329027,534.502111,106316.460000
2018-06-01 12:00:00+00:00,534.502111,531.152069,536.020583,532.594802,83445.680000
2018-06-01 13:00:00+00:00,532.623169,529.829395,533.703368,531.688643,94965.270000
2018-06-01 14:00:00+00:00,531.745188,531.349628,536.855103,531.688643,99282.810000
2018-06-01 15:00:00+00:00,532.339633,529.576868,533.304890,533.304890,78614.580000
2018-06-01 16:00:00+00:00,533.304890,532.765051,534.330751,534.159500,95675.110000
2018-06-01 17:00:00+00:00,534.159500,533.504055,539.985960,535.704720,112123.300000
2018-06-01 18:00:00+00:00,536.279294,532.084708,536.336820,535.303249,102974.540000
2018-06-01 19:00:00+00:00,535.389228,529.773257,536.538255,531.377863,119155.880000
2018-06-01 20:00:00+00:00,531.067446,529.100529,533.077456,529.604915,154729.270000
2018-06-01 21:00:00+00:00,529.576868,529.324582,533.276451,531.830027,90301.910000
2018-06-01 22:00:00+00:00,531.830027,531.236719,534.873770,533.959846,102525.270000
2018-06-01 23:00:00+00:00,534.016875,524.769102,534.502111,527.064776,136564.760000
2018-06-02 00:00:00+00:00,527.704485,519.642486,527.815898,526.343492,139356.640000
2018-06-02 01:00:00+00:00,526.953681,524.934383,530.222694,526.205009,81351.870000
2018-06-02 02:00:00+00:00,526.232700,526.177322,532.339633,531.321396,82209.070000
2018-06-02 03:00:00+00:00,531.349628,530.813737,533.959846,533.248014,95376.320000
2018-06-02 04:00:00+00:00,533.248014,532.509718,534.159500,533.674885,84880.880000
2018-06-02 05:00:00+00:00,533.219580,531.801744,534.188034,533.475593,85049.820000
2018-06-02 06:00:00+00:00,532.963812,529.380625,535.676023,533.418680,82255.620000
2018-06-02 07:00:00+00:00,533.418680,532.141337,536.049317,532.765051,105359.580000
2018-06-02 08:00:00+00:00,532.765051,532.339633,536.480687,536.279294,121186.180000
2018-06-02 09:00:00+00:00,536.279294,520.860461,536.451907,523.724730,187005.600000
2018-06-02 10:00:00+00:00,523.834468,521.403619,530.138366,528.652992,138097.660000
2018-06-02 11:00:00+00:00,528.150417,523.587622,528.652992,528.345749,101241.450000
2018-06-02 12:00:00+00:00,528.513292,527.259306,529.408651,528.736848,89924.380000
2018-06-02 13:00:00+00:00,529.212532,524.906829,530.475837,526.509767,123355.490000
2018-06-02 14:00:00+00:00,526.537489,516.795866,529.100529,519.534497,209316.500000
2018-06-02 15:00:00+00:00,519.561490,515.676568,521.621199,520.237228,134354.050000
2018-06-02 16:00:00+00:00,520.237228,516.155673,521.077588,517.330574,119140.070000
2018-06-02 17:00:00+00:00,517.196793,513.452454,520.806208,513.848209,209749.900000
2018-06-02 18:00:00+00:00,513.531557,513.347023,524.796641,517.839573,154205.140000
2018-06-02 19:00:00+00:00,517.866390,515.596803,518.941360,516.368894,78802.610000
2018-06-02 20:00:00+00:00,516.342232,516.288915,520.833333,519.102990,94060.840000
2018-06-02 21:00:00+00:00,519.129938,518.322708,522.111419,518.752918,81062.360000
2018-06-02 22:00:00+00:00,518.752918,518.537724,520.751966,519.912655,79167.800000
2018-06-02 23:00:00+00:00,519.237759,518.537724,522.848479,520.101940,97815.380000
2018-06-03 00:00:00+00:00,520.101940,520.074891,522.848479,522.684508,77313.000000
2018-06-03 01:00:00+00:00,522.657189,522.220481,524.796641,524.383849,113924.400000
2018-06-03 02:00:00+00:00,524.411348,524.136485,528.373666,526.981450,103051.230000
2018-06-03 03:00:00+00:00,527.036998,518.027352,527.203712,519.183843,120388.280000
2018-06-03 04:00:00+00:00,518.672199,516.982888,522.247754,520.237228,95831.080000
2018-06-03 05:00:00+00:00,520.264294,511.535117,520.806208,515.729758,143958.040000
2018-06-03 06:00:00+00:00,515.729758,514.694529,519.750520,515.916009,104742.670000
2018-06-03 07:00:00+00:00,515.889393,515.729758,520.020801,517.571554,105440.830000
2018-06-03 08:00:00+00:00,517.571554,515.623389,518.752918,518.027352,98588.390000
2018-06-03 09:00:00+00:00,518.376445,517.223544,520.020801,519.480519,110290.460000
2018-06-03 10:00:00+00:00,518.995225,518.941360,523.313622,521.593991,111859.420000
2018-06-03 11:00:00+00:00,521.593991,520.237228,523.368399,520.860461,93419.990000
2018-06-03 12:00:00+00:00,521.213385,520.291363,525.403247,523.505392,132280.880000
2018-06-03 13:00:00+00:00,523.505392,522.875817,525.403247,523.039908,140527.840000
2018-06-03 14:00:00+00:00,523.067266,523.012552,526.288090,525.017063,123113.690000
2018-06-03 15:00:00+00:00,525.099769,524.658972,526.260394,524.824184,132246.950000
2018-06-03 16:00:00+00:00,524.824184,524.658972,527.120342,526.592944,155137.820000
2018-06-03 17:00:00+00:00,526.814877,526.315789,532.907008,527.676640,116385.460000
2018-06-03 18:00:00+00:00,527.370531,527.231507,537.489922,527.398344,105239.370000
2018-06-03 19:00:00+00:00,528.764805,526.953681,535.848248,530.785563,84933.800000
2018-06-03 20:00:00+00:00,530.672893,530.644733,533.162721,530.701056,56235.400000
2018-06-03 21:00:00+00:00,530.672893,529.661017,531.716914,530.082163,61562.820000
2018-06-03 22:00:00+00:00,530.054066,528.904638,533.077456,531.801744,54756.510000
2018-06-03 23:00:00+00:00,531.801744,524.796641,533.077456,525.513690,59773.240000
2018-06-04 00:00:00+00:00,525.513690,525.265259,531.349628,530.701056,76654.410000
2018-06-04 01:00:00+00:00,529.997880,529.436679,535.274596,534.216571,73866.860000
2018-06-04 02:00:00+00:00,534.245112,531.406101,536.768653,532.708289,86487.450000
2018-06-04 03:00:00+00:00,532.651539,530.926467,536.999248,535.389228,50672.790000
2018-06-04 04:00:00+00:00,534.873770,532.282962,536.567044,533.845825,73380.650000
2018-06-04 05:00:00+00:00,533.589456,533.105875,538.097288,537.028087,85409.090000
2018-06-04 06:00:00+00:00,536.653429,536.221781,546.448087,541.829215,113920.640000
2018-06-04 07:00:00+00:00,541.858575,537.634409,544.929432,541.096261,68391.010000
